news_id,titulo,investigador_id,nombre_mencionado,rol_discursivo,justificacion,evidencia,nombre_oficial
6,La Real Sociedad Española de Física premia la tesis doctoral de Clara Ramón Álvarez en la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/217049/detalle,FRANCISCO JAVIER FERNANDEZ GARCIA,UNCLEAR,"No se menciona su rol específico en la noticia, solo se menciona a los directores de la tesis.","destacan sus directores, Javier Cuevas y Javier Fernández Menéndez.",FRANCISCO JAVIER FERNANDEZ GARCIA
8,Treinta estudiantes de la Universidad de Oviedo completan  su formación en EDP,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,INSTITUTIONAL,"Ignacio Villaverde aparece como rector y su intervención se centra en la colaboración entre la universidad y la empresa, sin mencionar actividad investigadora.","el rector de la Universidad de Oviedo, Ignacio Villaverde, señaló que “la colaboración con EDP es un ejemplo de la importancia que tiene la relación entre universidad y empresa"".",IGNACIO VILLAVERDE MENENDEZ
8,Treinta estudiantes de la Universidad de Oviedo completan  su formación en EDP,https://portalinvestigacion.uniovi.es/investigadores/216850/detalle,CESAR ANTONIO ALVAREZ MARCOS,UNCLEAR,"No se menciona a César Antonio Álvarez Marcos en la noticia, por lo que no hay evidencia suficiente para clasificar su rol.",,CESAR ANTONIO ALVAREZ MARCOS
8,Treinta estudiantes de la Universidad de Oviedo completan  su formación en EDP,https://portalinvestigacion.uniovi.es/investigadores/217944/detalle,SANTIAGO MARTIN GONZALEZ,UNCLEAR,"No se menciona a Santiago Martín González en la noticia, por lo que no hay evidencia suficiente para clasificar su rol.",,SANTIAGO MARTIN GONZALEZ
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/217678/detalle,ANA CRISTINA LAHUERTA MARTINEZ,MIXED,"Ana Cristina Lahuerta participa en la jornada como directora de la Casa de las Lenguas, mostrando iniciativas de internacionalización, lo que implica un rol institucional, pero también menciona el compromiso con la investigación y la docencia internacional.","La directora de la Casa de las Lenguas ha explicado que la participación de la Universidad de Oviedo en estas jornadas 'reafirma el compromiso con un modelo de internacionalización abierto, integrador y accesible'.",ANA CRISTINA LAHUERTA MARTINEZ
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/217577/detalle,JOSE GARCIA FANJUL,UNCLEAR,"No se menciona ninguna actividad específica de José García Fanjul en la noticia, por lo que no hay evidencia suficiente para clasificar su rol.",,JOSE GARCIA FANJUL
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/217454/detalle,MARIA JOSE GARCIA SALGADO,UNCLEAR,"No se menciona ninguna actividad específica de María José García Salgado en la noticia, por lo que no hay evidencia suficiente para clasificar su rol.",,MARIA JOSE GARCIA SALGADO
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/219153/detalle,JOSE LUIS GARCIA SUAREZ,UNCLEAR,"No se menciona ninguna actividad específica de José Luis García Suárez en la noticia, por lo que no hay evidencia suficiente para clasificar su rol.",,JOSE LUIS GARCIA SUAREZ
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/2355660/detalle,JOSE MANUEL GARCIA MONTES,UNCLEAR,"No se menciona ninguna actividad específica de José Manuel García Montes en la noticia, por lo que no hay evidencia suficiente para clasificar su rol.",,JOSE MANUEL GARCIA MONTES
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/217546/detalle,JOSE IGNACIO GARCIA ALONSO,UNCLEAR,"No se menciona ninguna actividad específica de José Ignacio García Alonso en la noticia, por lo que no hay evidencia suficiente para clasificar su rol.",,JOSE IGNACIO GARCIA ALONSO
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/217437/detalle,PAULINO JOSE GARCIA NIETO,UNCLEAR,"No se menciona ninguna actividad específica de Paulino José García Nieto en la noticia, por lo que no hay evidencia suficiente para clasificar su rol.",,PAULINO JOSE GARCIA NIETO
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/217416/detalle,JUAN JOSE GARCIA GONZALEZ,UNCLEAR,"No se menciona ninguna actividad específica de Juan José García González en la noticia, por lo que no hay evidencia suficiente para clasificar su rol.",,JUAN JOSE GARCIA GONZALEZ
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/218790/detalle,JOSE GARCIA GARCIA,UNCLEAR,"No se menciona ninguna actividad específica de José García García en la noticia, por lo que no hay evidencia suficiente para clasificar su rol.",,JOSE GARCIA GARCIA
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/217580/detalle,JOSE GARCIA FERNANDEZ,UNCLEAR,"No se menciona ninguna actividad específica de José García Fernández en la noticia, por lo que no hay evidencia suficiente para clasificar su rol.",,JOSE GARCIA FERNANDEZ
10,La Comisión Europea asegura la financiación para la alianza INGENIUM hasta 2028,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,Ignacio Villaverde,INSTITUTIONAL,"Ignacio Villaverde aparece como rector de la Universidad de Oviedo, celebrando la financiación y el trabajo de la institución en la alianza INGENIUM.","El rector de la Universidad de Oviedo, Ignacio Villaverde, ha celebrado que 'la noticia supone un espaldarazo al trabajo realizado por INGENIUM y una excelente noticia para la Universidad de Oviedo como institución coordinadora de la alianza.'",IGNACIO VILLAVERDE MENENDEZ
12,El primer estudio de la Cátedra Universitaria de Demografía revela que la pérdida de población es la segunda preocupación de los asturianos solo por detrás de la vivienda,https://portalinvestigacion.uniovi.es/investigadores/218648/detalle,Óscar Rodríguez Buznego,RESEARCH,Presenta un trabajo que aporta conocimiento sobre la opinión de los asturianos y muestra la complejidad del reto demográfico.,"Buznego ha explicado que ASTURDEMO25 nace para cubrir una carencia relevante: “Suple la falta de datos objetivos, sólidos y representativos, aporta conocimiento sobre la opinión y las actitudes de los asturianos y muestra la complejidad del reto demográfico”.",OSCAR RODRIGUEZ PRIETO
12,El primer estudio de la Cátedra Universitaria de Demografía revela que la pérdida de población es la segunda preocupación de los asturianos solo por detrás de la vivienda,https://portalinvestigacion.uniovi.es/investigadores/217221/detalle,Verónica Cañal Fernández,INSTITUTIONAL,"Aparece como directora de área de Cátedras de Empresa e Institucionales, sin evidencia de actividad investigadora en la noticia.","El director de la Cátedra de Demografía de la Universidad de Oviedo, Óscar Rodríguez Buznego, ha presentado los principales resultados acompañado por la directora de área de Cátedras de Empresa e Institucionales, Verónica Cañal.",VERONICA CAÑAL FERNANDEZ
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/218896/detalle,MIGUEL ENRIQUE DEL VALLE SOTO,RESEARCH,"El texto menciona su contribución al impulso de la investigación en actividad física, educación y medicina del deporte.","Villaverde ha subrayado, además, su aportación al impulso de la investigación en actividad física, educación y medicina del deporte.",MIGUEL ENRIQUE DEL VALLE SOTO
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/216978/detalle,JOSE ANTONIO CECCHINI ESTRADA,RESEARCH,Se destaca su contribución al desarrollo de la institución y su legado en la investigación y la docencia.,"la Universidad de Oviedo ha querido expresar el agradecimiento de toda la comunidad universitaria a dos profesores cuyo legado permanecerá en la formación de nuevas generaciones, en el impulso a la investigación.",JOSE ANTONIO CECCHINI ESTRADA
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,INSTITUTIONAL,Ignacio Villaverde aparece como rector y su intervención se centra en el reconocimiento institucional.,"El acto ha estado presidido por el rector, Ignacio Villaverde.",IGNACIO VILLAVERDE MENENDEZ
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/217503/detalle,FRANCISCO JAVIER FERNANDEZ RIO,INSTITUTIONAL,"Se menciona su papel como director del Servicio de Deportes, lo que indica un rol institucional.","el Servicio de Deportes de la Universidad de Oviedo, dirigido por Javier Fernández Río, la iniciativa de promover este homenaje.",FRANCISCO JAVIER FERNANDEZ RIO
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/217636/detalle,JAVIER FERNANDEZ MENENDEZ,UNCLEAR,No se proporciona información suficiente sobre su rol en la noticia.,,JAVIER FERNANDEZ MENENDEZ
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/219959/detalle,JAVIER FERNANDEZ GONZALEZ,UNCLEAR,No se menciona su rol en la noticia.,,JAVIER FERNANDEZ GONZALEZ
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/217049/detalle,FRANCISCO JAVIER FERNANDEZ GARCIA,UNCLEAR,No se menciona su rol en la noticia.,,FRANCISCO JAVIER FERNANDEZ GARCIA
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/218879/detalle,LUIS JAVIER FERNANDEZ MENENDEZ,UNCLEAR,No se menciona su rol en la noticia.,,LUIS JAVIER FERNANDEZ MENENDEZ
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/219035/detalle,JAVIER FERNANDEZ REYNES,UNCLEAR,No se menciona su rol en la noticia.,,JAVIER FERNANDEZ REYNES
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/218865/detalle,JAVIER FERNANDEZ FERNANDEZ,UNCLEAR,No se menciona su rol en la noticia.,,JAVIER FERNANDEZ FERNANDEZ
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/218878/detalle,JAVIER FERNANDEZ MATEOS,UNCLEAR,No se menciona su rol en la noticia.,,JAVIER FERNANDEZ MATEOS
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/218643/detalle,CELESTINO RODRIGUEZ PEREZ,INSTITUTIONAL,"Se menciona su rol como decano, lo que indica un rol institucional.","acompañado por el decano de la Facultad de Formación del Profesorado y Educación, Celestino Rodríguez.",CELESTINO RODRIGUEZ PEREZ
16,La Universidad de Oviedo reúne a especialistas internacionales para analizar el impacto de la inteligencia artificial en la enseñanza de lenguas,https://portalinvestigacion.uniovi.es/investigadores/217029/detalle,ALBERTO FERNANDEZ COSTALES,MIXED,"El catedrático es presidente del comité organizador del congreso y se menciona su trayectoria investigadora, lo que indica tanto un rol institucional como uno de investigación.","...el presidente del comité organizador, el catedrático Alberto Fernández Costales... destacada la trayectoria investigadora e innovadora de este centro universitario...",ALBERTO FERNANDEZ COSTALES
16,La Universidad de Oviedo reúne a especialistas internacionales para analizar el impacto de la inteligencia artificial en la enseñanza de lenguas,https://portalinvestigacion.uniovi.es/investigadores/218643/detalle,CELESTINO RODRIGUEZ PEREZ,INSTITUTIONAL,"El decano de la Facultad de Formación del Profesorado y Educación es mencionado en un contexto institucional, sin referencia a su actividad investigadora.","...la participación del rector de la Universidad de Oviedo... el decano de la Facultad de Formación del Profesorado y Educación, Celestino Rodríguez...",CELESTINO RODRIGUEZ PEREZ
16,La Universidad de Oviedo reúne a especialistas internacionales para analizar el impacto de la inteligencia artificial en la enseñanza de lenguas,https://portalinvestigacion.uniovi.es/investigadores/217016/detalle,ALBERTO MANUEL FERNANDEZ ALVAREZ,UNCLEAR,"No se menciona a este investigador en el texto, por lo que no hay evidencia suficiente para clasificar su rol.",,ALBERTO MANUEL FERNANDEZ ALVAREZ
17,La Universidad de Oviedo identifica especies nativas para restaurar espacios urbanos degradados,https://portalinvestigacion.uniovi.es/investigadores/219672/detalle,Borja Jiménez-Alfaro,RESEARCH,"El investigador participa en un estudio sobre especies nativas para la restauración ecológica, lo que implica actividad investigadora.","El trabajo, publicado en la revista Urban Forestry & Urban Greening , aporta nuevas herramientas para diseñar mezclas de semillas adaptadas a las condiciones de las ciudades y favorecer procesos de renaturalización con especies locales.",Borja Jiménez-Alfaro
17,La Universidad de Oviedo identifica especies nativas para restaurar espacios urbanos degradados,https://portalinvestigacion.uniovi.es/investigadores/2370717/detalle,Eduardo Fernández Pascual,RESEARCH,"Eduardo Fernández Pascual es mencionado como investigador que explica los objetivos de la investigación sobre especies nativas, lo que indica su rol en la actividad investigadora.","“El objetivo es identificar qué especies tienen mejores características para establecerse y persistir en ambientes urbanos”, explica Eduardo Fernández Pascual, profesor de Botánica de la Universidad de Oviedo e investigador del Instituto Mixto de Investigación en Biodiversidad.",EDUARDO FERNANDEZ ALONSO
18,"La Universidad de Oviedo desarrolla DubbiOvi, una plataforma abierta para la traducción audiovisual potenciada con inteligencia artificial",https://portalinvestigacion.uniovi.es/investigadores/218353/detalle,Alfonso Carlos Rodríguez Fernández-Peña,MIXED,"El profesor desarrolla una plataforma que integra IA para la traducción audiovisual, lo que implica actividad investigadora, pero también representa a la institución al ser parte de su cuerpo docente.","DubbiOvi ha sido desarrollada por el profesor Alfonso Carlos Rodríguez Fernández-Peña, del Departamento de Filología Inglesa, Francesa y Alemana.",ALFONSO CARLOS RODRIGUEZ FERNANDEZ-PEÑA
19,El rector valora la “buena disposición” del presidente del Principado para avanzar en los principales retos de la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,MIXED,"Villaverde actúa como rector, representando a la institución, pero también menciona la importancia de la investigación y las condiciones del personal investigador.","Villaverde ha defendido que, si Asturias quiere retener talento, también la Universidad debe ser la primera en reconocerlo adecuadamente.",IGNACIO VILLAVERDE MENENDEZ
20,Gijón reunirá a expertos internacionales en instrumentación electrónica y en gestión de la energía en el ámbito de la inteligencia artificial y el espacio durante el SAAEI 2026,https://portalinvestigacion.uniovi.es/investigadores/218344/detalle,Miguel Rodríguez,RESEARCH,"Miguel Rodríguez aborda los retos actuales relacionados con la alimentación de las GPUs, lo que implica actividad investigadora en su campo.","Rodríguez abordará los retos actuales relacionados con la alimentación de las GPUs, unos dispositivos fundamentales para el funcionamiento de los grandes sistemas de computación utilizados en inteligencia artificial.",MIGUEL ANGEL RODRIGUEZ DIAZ
20,Gijón reunirá a expertos internacionales en instrumentación electrónica y en gestión de la energía en el ámbito de la inteligencia artificial y el espacio durante el SAAEI 2026,https://portalinvestigacion.uniovi.es/investigadores/1205486/detalle,Jorge García,INSTITUTIONAL,"Jorge García es mencionado como director de Área de Transferencia y Empresas Basadas en el Conocimiento, lo que indica su rol institucional.","Estará coordinada por Jorge García, director de Área de Transferencia y Empresas Basadas en el Conocimiento de la Universidad de Oviedo.",JORGE GARCIA PIQUERAS
20,Gijón reunirá a expertos internacionales en instrumentación electrónica y en gestión de la energía en el ámbito de la inteligencia artificial y el espacio durante el SAAEI 2026,https://portalinvestigacion.uniovi.es/investigadores/217584/detalle,Arturo Fernández,RESEARCH,"Arturo Fernández trabaja en el desarrollo de tecnologías para aplicaciones espaciales, lo que indica su actividad investigadora.",Su intervención estará centrada en los sistemas de potencia necesarios para las futuras misiones espaciales tripuladas.,PABLO GARCIA FERNANDEZ
20,Gijón reunirá a expertos internacionales en instrumentación electrónica y en gestión de la energía en el ámbito de la inteligencia artificial y el espacio durante el SAAEI 2026,https://portalinvestigacion.uniovi.es/investigadores/1010304/detalle,Carlo Trigona,RESEARCH,"Carlo Trigona es investigador y su conferencia se centra en el desarrollo de nuevas tecnologías sostenibles, lo que implica actividad investigadora.",Su conferencia explorará cómo la naturaleza puede servir como fuente de inspiración para el desarrollo de nuevas tecnologías sostenibles.,PABLO GARCIA MARCOS
21,La Universidad de Oviedo reúne a especialistas nacionales e internacionales para analizar el futuro de las carreteras históricas como patrimonio y recurso turístico,https://portalinvestigacion.uniovi.es/investigadores/218311/detalle,Pedro Plasencia Lozano,MIXED,Pedro Plasencia es mencionado como director del seminario y también se refiere a su actividad investigadora en el contexto del proyecto sobre carreteras históricas.,"Pedro Plasencia, profesor de Ingeniería del Transporte y Planificación de la Universidad de Oviedo, ha explicado que el encuentro pretende abordar 'el reto que tenemos como sociedad de qué hacer con las infraestructuras degradadas'.",PEDRO PLASENCIA LOZANO
21,La Universidad de Oviedo reúne a especialistas nacionales e internacionales para analizar el futuro de las carreteras históricas como patrimonio y recurso turístico,https://portalinvestigacion.uniovi.es/investigadores/1010245/detalle,Marina Bargón García,RESEARCH,"Marina Bargón García es mencionada como una de las directoras del seminario, lo que implica su participación en actividades de investigación relacionadas con el tema del seminario.","El seminario, dirigido por las profesoras Rita Ruiz Fernández y Marina Bargón García y por el profesor Pedro Plasencia.",MARINA BARGON GARCIA
