news_id,titulo,investigador_id,verbo_superficie,relacion,topico_o_concepto,evidencia,confianza_llm,nombre_investigador
5,Los Picos de Europa esconden un ‘amortiguador’ geológico natural que evita la formación de terremotos,https://portalinvestigacion.uniovi.es/investigadores/217348/detalle,participar,COLABORA_EN,amortiguador geológico natural en los Picos de Europa,"El estudio está firmado por los investigadores Carlos López-Fernández, Jorge Acevedo, Gabriela Fernández-Viejo, Sergio Llana-Fúnez, Miguel Gutiérrez-Medina y Juan Manuel González-Cortina.",0.9,MANUEL GONZALEZ DIAZ
6,La Real Sociedad Española de Física premia la tesis doctoral de Clara Ramón Álvarez en la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/217085/detalle,desarrollar,DESARROLLA,tesis doctoral sobre el acoplamiento del quark top y el bosón de Higgs,"El trabajo forma parte de un programa de investigación enfocado, coherente y de alto impacto, desarrollado durante el período de doctorado",0.9,FRANCISCO JAVIER CUEVAS MAESTRO
6,La Real Sociedad Española de Física premia la tesis doctoral de Clara Ramón Álvarez en la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/217636/detalle,desarrollar,DESARROLLA,tesis doctoral sobre el acoplamiento del quark top y el bosón de Higgs,"El trabajo forma parte de un programa de investigación enfocado, coherente y de alto impacto, desarrollado durante el período de doctorado",0.9,JAVIER FERNANDEZ MENENDEZ
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/217678/detalle,participar,COLABORA_EN,II Jornadas de Buenas Prácticas en Internacionalización,La Universidad de Oviedo ha participado en las II Jornadas de Buenas Prácticas en Internacionalización en Casa,0.9,ANA CRISTINA LAHUERTA MARTINEZ
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/217678/detalle,ofrecer,DESARROLLA,iniciativas de internacionalización,quienes han mostrado las principales iniciativas desarrolladas por la institución en materia de internacionalización en casa,0.85,ANA CRISTINA LAHUERTA MARTINEZ
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/217678/detalle,reforzar,COLABORA_EN,colaboración entre instituciones de educación superior,el encuentro ha servido 'para fortalecer la colaboración entre instituciones de educación superior',0.8,ANA CRISTINA LAHUERTA MARTINEZ
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/217678/detalle,investigar,INVESTIGA_SOBRE,dimensión internacional en la docencia,"nuevas líneas de trabajo encaminadas a integrar la dimensión internacional en la docencia, la investigación y la vida universitaria",0.75,ANA CRISTINA LAHUERTA MARTINEZ
12,El primer estudio de la Cátedra Universitaria de Demografía revela que la pérdida de población es la segunda preocupación de los asturianos solo por detrás de la vivienda,https://portalinvestigacion.uniovi.es/investigadores/218648/detalle,aportar,COLABORA_EN,reto demográfico,"“Suple la falta de datos objetivos, sólidos y representativos, aporta conocimiento sobre la opinión y las actitudes de los asturianos y muestra la complejidad del reto demográfico”.",0.9,OSCAR RODRIGUEZ PRIETO
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/218896/detalle,impulsar,LIDERA,"investigación en actividad física, educación y medicina del deporte","su aportación al impulso de la investigación en actividad física, educación y medicina del deporte.",0.9,MIGUEL ENRIQUE DEL VALLE SOTO
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/216978/detalle,impulsar,LIDERA,impulso a la investigación,"el agradecimiento de toda la comunidad universitaria a dos profesores cuyo legado permanecerá en la formación de nuevas generaciones, en el impulso a la investigación.",0.9,JOSE ANTONIO CECCHINI ESTRADA
16,La Universidad de Oviedo reúne a especialistas internacionales para analizar el impacto de la inteligencia artificial en la enseñanza de lenguas,https://portalinvestigacion.uniovi.es/investigadores/217029/detalle,liderar,LIDERA,II Congreso Internacional de Investigación y Creatividad en Enseñanza de Lenguas (CIICEL 2026),"...el presidente del comité organizador, el catedrático Alberto Fernández Costales...",0.9,ALBERTO FERNANDEZ COSTALES
16,La Universidad de Oviedo reúne a especialistas internacionales para analizar el impacto de la inteligencia artificial en la enseñanza de lenguas,https://portalinvestigacion.uniovi.es/investigadores/217029/detalle,investigar,INVESTIGA_SOBRE,inteligencia artificial en la enseñanza de lenguas,...destacada la trayectoria investigadora e innovadora de este centro universitario...,0.85,ALBERTO FERNANDEZ COSTALES
17,La Universidad de Oviedo identifica especies nativas para restaurar espacios urbanos degradados,https://portalinvestigacion.uniovi.es/investigadores/219672/detalle,investigar,INVESTIGA_SOBRE,restauración ecológica de espacios urbanos degradados,"Una investigación de la institución académica determina qué especies de plantas nativas son especialmente adecuadas para la restauración ecológica de solares, espacios industriales abandonados y otros terrenos degradados de las ciudades",0.9,Borja Jiménez-Alfaro
17,La Universidad de Oviedo identifica especies nativas para restaurar espacios urbanos degradados,https://portalinvestigacion.uniovi.es/investigadores/2370717/detalle,investigar,INVESTIGA_SOBRE,restauración basada en semillas,"Este estudio forma parte de una línea de investigación más amplia desarrollada por la Universidad de Oviedo sobre el uso de semillas nativas en conservación, restauración ecológica y renaturalización urbana",0.9,EDUARDO FERNANDEZ ALONSO
17,La Universidad de Oviedo identifica especies nativas para restaurar espacios urbanos degradados,https://portalinvestigacion.uniovi.es/investigadores/2370717/detalle,desarrollar,DESARROLLA,línea de investigación sobre restauración basada en semillas,"Este planteamiento resulta especialmente relevante en regiones postindustriales como Asturias, donde existen numerosos solares vacíos, áreas industriales abandonadas y otros espacios susceptibles de ser restaurados",0.85,EDUARDO FERNANDEZ ALONSO
17,La Universidad de Oviedo identifica especies nativas para restaurar espacios urbanos degradados,https://portalinvestigacion.uniovi.es/investigadores/2370717/detalle,ofrecer,DESARROLLA,ventajas de la restauración basada en especies nativas,La restauración basada en especies nativas ofrece ventajas tanto ecológicas como económicas,0.85,EDUARDO FERNANDEZ ALONSO
18,"La Universidad de Oviedo desarrolla DubbiOvi, una plataforma abierta para la traducción audiovisual potenciada con inteligencia artificial",https://portalinvestigacion.uniovi.es/investigadores/218353/detalle,desarrollar,DESARROLLA,DubbiOvi,DubbiOvi ha sido desarrollada por el profesor Alfonso Carlos Rodríguez Fernández-Peña,0.9,ALFONSO CARLOS RODRIGUEZ FERNANDEZ-PEÑA
18,"La Universidad de Oviedo desarrolla DubbiOvi, una plataforma abierta para la traducción audiovisual potenciada con inteligencia artificial",https://portalinvestigacion.uniovi.es/investigadores/218353/detalle,investigar,INVESTIGA_SOBRE,traducción audiovisual,la plataforma constituye una herramienta de apoyo para proyectos de investigación relacionados con la traducción audiovisual,0.85,ALFONSO CARLOS RODRIGUEZ FERNANDEZ-PEÑA
19,El rector valora la “buena disposición” del presidente del Principado para avanzar en los principales retos de la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,reforzar,COLABORA_EN,financiación universitaria,ha subrayado que la financiación universitaria debe quedar garantizada por una norma con rango de ley.,0.9,IGNACIO VILLAVERDE MENENDEZ
19,El rector valora la “buena disposición” del presidente del Principado para avanzar en los principales retos de la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,investigar,INVESTIGA_SOBRE,condiciones salariales del personal investigador,"ha defendido que, si Asturias quiere retener talento, también la Universidad debe ser la primera en reconocerlo adecuadamente.",0.85,IGNACIO VILLAVERDE MENENDEZ
20,Gijón reunirá a expertos internacionales en instrumentación electrónica y en gestión de la energía en el ámbito de la inteligencia artificial y el espacio durante el SAAEI 2026,https://portalinvestigacion.uniovi.es/investigadores/218344/detalle,investigar,INVESTIGA_SOBRE,alimentación de las GPUs,"Rodríguez abordará los retos actuales relacionados con la alimentación de las GPUs, unos dispositivos fundamentales para el funcionamiento de los grandes sistemas de computación utilizados en inteligencia artificial.",0.9,MIGUEL ANGEL RODRIGUEZ DIAZ
20,Gijón reunirá a expertos internacionales en instrumentación electrónica y en gestión de la energía en el ámbito de la inteligencia artificial y el espacio durante el SAAEI 2026,https://portalinvestigacion.uniovi.es/investigadores/217584/detalle,investigar,INVESTIGA_SOBRE,sistemas de potencia para aplicaciones espaciales,Su intervención estará centrada en los sistemas de potencia necesarios para las futuras misiones espaciales tripuladas.,0.9,PABLO GARCIA FERNANDEZ
20,Gijón reunirá a expertos internacionales en instrumentación electrónica y en gestión de la energía en el ámbito de la inteligencia artificial y el espacio durante el SAAEI 2026,https://portalinvestigacion.uniovi.es/investigadores/1010304/detalle,investigar,INVESTIGA_SOBRE,nuevas tecnologías sostenibles,Su conferencia explorará cómo la naturaleza puede servir como fuente de inspiración para el desarrollo de nuevas tecnologías sostenibles.,0.9,PABLO GARCIA MARCOS
21,La Universidad de Oviedo reúne a especialistas nacionales e internacionales para analizar el futuro de las carreteras históricas como patrimonio y recurso turístico,https://portalinvestigacion.uniovi.es/investigadores/1010245/detalle,liderar,LIDERA,seminario científico sobre carreteras históricas,"El seminario, dirigido por las profesoras Rita Ruiz Fernández y Marina Bargón García y por el profesor Pedro Plasencia.",0.9,MARINA BARGON GARCIA
21,La Universidad de Oviedo reúne a especialistas nacionales e internacionales para analizar el futuro de las carreteras históricas como patrimonio y recurso turístico,https://portalinvestigacion.uniovi.es/investigadores/1010245/detalle,investigar,INVESTIGA_SOBRE,recuperación de vías de transporte históricas,un proyecto nacional de investigación centrado en la recuperación de vías de transporte históricas y sus paisajes en territorios con pérdida de actividad,0.85,MARINA BARGON GARCIA
21,La Universidad de Oviedo reúne a especialistas nacionales e internacionales para analizar el futuro de las carreteras históricas como patrimonio y recurso turístico,https://portalinvestigacion.uniovi.es/investigadores/218311/detalle,investigar,INVESTIGA_SOBRE,infraestructuras degradadas,"Pedro Plasencia, profesor de Ingeniería del Transporte y Planificación de la Universidad de Oviedo, ha explicado que el encuentro pretende abordar 'el reto que tenemos como sociedad de qué hacer con las infraestructuras degradadas'.",0.85,PEDRO PLASENCIA LOZANO
21,La Universidad de Oviedo reúne a especialistas nacionales e internacionales para analizar el futuro de las carreteras históricas como patrimonio y recurso turístico,https://portalinvestigacion.uniovi.es/investigadores/1010245/detalle,participar,COLABORA_EN,seminario sobre conservación y reutilización de infraestructuras viarias,"El seminario servirá para compartir experiencias entre representantes de la administración pública, empresas y el ámbito académico.",0.8,MARINA BARGON GARCIA
21,La Universidad de Oviedo reúne a especialistas nacionales e internacionales para analizar el futuro de las carreteras históricas como patrimonio y recurso turístico,https://portalinvestigacion.uniovi.es/investigadores/218311/detalle,participar,COLABORA_EN,seminario sobre conservación y reutilización de infraestructuras viarias,"El seminario servirá para compartir experiencias entre representantes de la administración pública, empresas y el ámbito académico.",0.8,PEDRO PLASENCIA LOZANO
21,La Universidad de Oviedo reúne a especialistas nacionales e internacionales para analizar el futuro de las carreteras históricas como patrimonio y recurso turístico,https://portalinvestigacion.uniovi.es/investigadores/1010245/detalle,desarrollar,DESARROLLA,nuevas estrategias para conservación y aprovechamiento,explorar nuevas estrategias para su conservación y aprovechamiento como recurso cultural y turístico.,0.75,MARINA BARGON GARCIA
23,Un universitario ovetense que publicó su observación del eclipse del año 1860 da nombre al asteroide ‘14918 Gonzálezalegre’,https://portalinvestigacion.uniovi.es/investigadores/2355302/detalle,impulsar,LIDERA,homenaje a José González Alegre,...participa en el homenaje con una conferencia impulsada por la investigadora Noemí Pinilla Alonso...,0.9,NOEMI PINILLA ALONSO
27,La Universidad de Oviedo y el Principado impulsan la entrada de Asturias en el mapa nacional de la supercomputación,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,impulsar,LIDERA,entrada de Asturias en la Red Española de Supercomputación,este proyecto “abre una oportunidad extraordinaria para que la Universidad de Oviedo y el sistema asturiano de I+D+i trabajen con herramientas de supercomputación homologables a las de los grandes centros nacionales y europeos”,0.9,IGNACIO VILLAVERDE MENENDEZ
27,La Universidad de Oviedo y el Principado impulsan la entrada de Asturias en el mapa nacional de la supercomputación,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,ofrecer,DESARROLLA,acceso a recursos de supercomputación,se pondrá a disposición de los grupos de investigación una herramienta esencial para seguir haciendo ciencia de vanguardia,0.85,IGNACIO VILLAVERDE MENENDEZ
29,El rector de la Universidad de Castilla-La Mancha asume la presidencia semestral del Grupo 9 de Universidades,https://portalinvestigacion.uniovi.es/investigadores/217370/detalle,desarrollar,DESARROLLA,soluciones basadas en inteligencia artificial,"...y el desarrollo de soluciones basadas en inteligencia artificial en entornos seguros para la comunidad universitaria, según ha señalad su director, el profesor de la UCLM, Carlos González, invitado al encuentro.",0.9,CARLOS GONZALEZ GUTIERREZ
29,El rector de la Universidad de Castilla-La Mancha asume la presidencia semestral del Grupo 9 de Universidades,https://portalinvestigacion.uniovi.es/investigadores/217370/detalle,desarrollar,DESARROLLA,automatización de procesos,"...con nuevos proyectos relacionados con la automatización de procesos, la gestión académica y el desarrollo de soluciones basadas en inteligencia artificial...",0.9,CARLOS GONZALEZ GUTIERREZ
30,"El investigador de la Universidad de Oviedo Saúl Sal Sarria, segundo premio Luis Felipe Torrente de Divulgación sobre Medicina y Salud",https://portalinvestigacion.uniovi.es/investigadores/1010415/detalle,investigar,INVESTIGA_SOBRE,neurociencia de la toma de decisiones,"el artículo De Los Álamos a Silicon Valley: el punto ciego del cerebro humano, publicado en The Conversation, en el que Sal Sarria explora, desde la neurociencia de la toma de decisiones...",0.9,SAUL SAL SARRIA
32,"Asturias consolida un modelo productivo más diversificado, innovador y competitivo, con al menos 15 sectores estratégicos en crecimiento",https://portalinvestigacion.uniovi.es/investigadores/219668/detalle,investigar,INVESTIGA_SOBRE,industria de defensa,La Cátedra Sekuens profundizará en próximos informes en dos ámbitos considerados estratégicos para el futuro económico de Asturias: la industria de defensa y el impacto de la inteligencia artificial y la digitalización sobre los servicios avanzados y el conjunto del sistema productivo.,0.9,FERNANDO RUBIERA MOROLLON
32,"Asturias consolida un modelo productivo más diversificado, innovador y competitivo, con al menos 15 sectores estratégicos en crecimiento",https://portalinvestigacion.uniovi.es/investigadores/219668/detalle,investigar,INVESTIGA_SOBRE,inteligencia artificial y digitalización,La Cátedra Sekuens profundizará en próximos informes en dos ámbitos considerados estratégicos para el futuro económico de Asturias: la industria de defensa y el impacto de la inteligencia artificial y la digitalización sobre los servicios avanzados y el conjunto del sistema productivo.,0.9,FERNANDO RUBIERA MOROLLON
32,"Asturias consolida un modelo productivo más diversificado, innovador y competitivo, con al menos 15 sectores estratégicos en crecimiento",https://portalinvestigacion.uniovi.es/investigadores/217233/detalle,investigar,INVESTIGA_SOBRE,industria de defensa,La Cátedra Sekuens profundizará en próximos informes en dos ámbitos considerados estratégicos para el futuro económico de Asturias: la industria de defensa y el impacto de la inteligencia artificial y la digitalización sobre los servicios avanzados y el conjunto del sistema productivo.,0.9,ANDRE CARRASCAL INCERA
32,"Asturias consolida un modelo productivo más diversificado, innovador y competitivo, con al menos 15 sectores estratégicos en crecimiento",https://portalinvestigacion.uniovi.es/investigadores/217233/detalle,investigar,INVESTIGA_SOBRE,inteligencia artificial y digitalización,La Cátedra Sekuens profundizará en próximos informes en dos ámbitos considerados estratégicos para el futuro económico de Asturias: la industria de defensa y el impacto de la inteligencia artificial y la digitalización sobre los servicios avanzados y el conjunto del sistema productivo.,0.9,ANDRE CARRASCAL INCERA
34,La Universidad de Oviedo transforma las jornadas de innovación docente en un congreso científico internacional y duplica  la participación,https://portalinvestigacion.uniovi.es/investigadores/217949/detalle,desarrollar,DESARROLLA,LOT (Learning Outcomes Tool),"El primer puesto ha correspondido al proyecto LOT (Learning Outcomes Tool), que crea una herramienta para que el estudiantado evalúe su conocimiento de una materia y sepa cómo afrontar un problema en un contexto real relacionado con esa área, promoviendo la autonomía, y que ha sido presentado por Rubén Martín Payo y María del Mar Fernández Álvarez.",0.9,RUBEN MARTIN PAYO
34,La Universidad de Oviedo transforma las jornadas de innovación docente en un congreso científico internacional y duplica  la participación,https://portalinvestigacion.uniovi.es/investigadores/217932/detalle,desarrollar,DESARROLLA,uso responsable y reflexivo de la inteligencia artificial en el aprendizaje universitario,"...un programa sobre el uso responsable y reflexivo de la inteligencia artificial en el aprendizaje universitario, con especial atención al impacto de la IA en la autoestima del estudiantado y con perspectiva de género y que gestionan Laura Calzada Infante e Irene Mariñas del Collado.",0.9,IRENE MARIÑAS DEL COLLADO
34,La Universidad de Oviedo transforma las jornadas de innovación docente en un congreso científico internacional y duplica  la participación,https://portalinvestigacion.uniovi.es/investigadores/217016/detalle,investigar,INVESTIGA_SOBRE,nuevas prácticas pedagógicas,"...ha recibido 507 trabajos, que persiguen compartir nuevas prácticas pedagógicas y debatir sobre los retos de la enseñanza universitaria contemporánea.",0.8,ALBERTO MANUEL FERNANDEZ ALVAREZ
40,La Universidad de Oviedo acoge la entrega de los Premios Santander X a Proyectos Emprendedores Universitarios y Startup Universitaria y la Beca Excelencia 360º,https://portalinvestigacion.uniovi.es/investigadores/217053/detalle,desarrollar,DESARROLLA,fuentes de alimentación inteligentes para satélites,"Mt Space, presentada por Miguel Fernández Cos y Antonio Fernández, desarrolla fuentes de alimentación inteligentes para satélites capaces de monitorizar su estado de salud.",0.9,MIGUEL FERNANDEZ GARCIA
40,La Universidad de Oviedo acoge la entrega de los Premios Santander X a Proyectos Emprendedores Universitarios y Startup Universitaria y la Beca Excelencia 360º,https://portalinvestigacion.uniovi.es/investigadores/217584/detalle,desarrollar,DESARROLLA,modelo de gestión energética para edificios,"Build-E, presentada por Pablo García Fernández, propone un nuevo modelo de gestión energética para edificios residenciales que optimiza el consumo eléctrico.",0.9,PABLO GARCIA FERNANDEZ
41,La Facultad de Economía y Empresa de la Universidad de Oviedo exhibe un archivo internacional único para entender la economía moderna,https://portalinvestigacion.uniovi.es/investigadores/219168/detalle,formar,COLABORA_EN,visita guiada a la exposición,"Tras la apertura se ofrecerá una visita guiada por las cinco secciones, a cargo de profesores de la Facultad André Carrascal, Manuel Hernández Muñiz, Carmen Ramos Carbajal y Esteban Fernández.",0.9,ESTEBAN FERNANDEZ VAZQUEZ
41,La Facultad de Economía y Empresa de la Universidad de Oviedo exhibe un archivo internacional único para entender la economía moderna,https://portalinvestigacion.uniovi.es/investigadores/217233/detalle,formar,COLABORA_EN,visita guiada a la exposición,"Tras la apertura se ofrecerá una visita guiada por las cinco secciones, a cargo de profesores de la Facultad André Carrascal, Manuel Hernández Muñiz, Carmen Ramos Carbajal y Esteban Fernández.",0.9,ANDRE CARRASCAL INCERA
41,La Facultad de Economía y Empresa de la Universidad de Oviedo exhibe un archivo internacional único para entender la economía moderna,https://portalinvestigacion.uniovi.es/investigadores/218037/detalle,formar,COLABORA_EN,visita guiada a la exposición,"Tras la apertura se ofrecerá una visita guiada por las cinco secciones, a cargo de profesores de la Facultad André Carrascal, Manuel Hernández Muñiz, Carmen Ramos Carbajal y Esteban Fernández.",0.9,MARIA DEL CARMEN RAMOS CARVAJAL
41,La Facultad de Economía y Empresa de la Universidad de Oviedo exhibe un archivo internacional único para entender la economía moderna,https://portalinvestigacion.uniovi.es/investigadores/217898/detalle,formar,COLABORA_EN,visita guiada a la exposición,"Tras la apertura se ofrecerá una visita guiada por las cinco secciones, a cargo de profesores de la Facultad André Carrascal, Manuel Hernández Muñiz, Carmen Ramos Carbajal y Esteban Fernández.",0.9,MANUEL HERNANDEZ MUÑIZ
42,La Universidad de Oviedo y el Gobierno del Principado recuperan una guía divulgativa sobre el eclipse publicada coincidiendo con el ‘apagón’ solar del año 1905,https://portalinvestigacion.uniovi.es/investigadores/217196/detalle,investigar,INVESTIGA_SOBRE,eclipse solar,"...dos artículos de los científicos Javier de Cos, director del Instituto Universitario de Ciencias y Tecnologías Espaciales (ICTEA) y Noemí Pinilla-Alonso...",0.9,FRANCISCO JAVIER DE COS JUEZ
42,La Universidad de Oviedo y el Gobierno del Principado recuperan una guía divulgativa sobre el eclipse publicada coincidiendo con el ‘apagón’ solar del año 1905,https://portalinvestigacion.uniovi.es/investigadores/217124/detalle,investigar,INVESTIGA_SOBRE,eclipse solar,"...dos artículos de los científicos Javier de Cos, director del Instituto Universitario de Ciencias y Tecnologías Espaciales (ICTEA) y Noemí Pinilla-Alonso...",0.9,SUSANA IRENE DIAZ RODRIGUEZ
46,La Universidad de Oviedo logra tres premios y tres accésits en las XIII Jornadas Doctorales del G-9,https://portalinvestigacion.uniovi.es/investigadores/2373266/detalle,participar,COLABORA_EN,"programas de cooperación académica, investigadora y de formación doctoral","La Universidad de Oviedo forma parte de esta asociación desde su creación y participa activamente en sus programas de cooperación académica, investigadora y de formación doctoral.",0.9,SWAN SADITH PACHECO DIAZ
46,La Universidad de Oviedo logra tres premios y tres accésits en las XIII Jornadas Doctorales del G-9,https://portalinvestigacion.uniovi.es/investigadores/217688/detalle,investigar,INVESTIGA_SOBRE,trabajo de investigación,Enol Junquera Álvarez obtuvo un accésit por su trabajo de investigación.,0.95,JOSE CARLOS MARTINEZ GARCIA
46,La Universidad de Oviedo logra tres premios y tres accésits en las XIII Jornadas Doctorales del G-9,https://portalinvestigacion.uniovi.es/investigadores/2373266/detalle,investigar,INVESTIGA_SOBRE,trabajo de investigación,Swan Pacheco Díaz recibió un premio en las jornadas por su trabajo de investigación.,0.95,SWAN SADITH PACHECO DIAZ
46,La Universidad de Oviedo logra tres premios y tres accésits en las XIII Jornadas Doctorales del G-9,https://portalinvestigacion.uniovi.es/investigadores/219650/detalle,investigar,INVESTIGA_SOBRE,trabajo de investigación,Gerard Villarroya recibió un accésit por su trabajo de investigación.,0.95,GERARD VILLARROYA PIQUE
48,Astrónomos de Light Bridges y la Universidad de Oviedo detectan que los asteroides metálicos giran más rápido que los demás,https://portalinvestigacion.uniovi.es/investigadores/2355302/detalle,desarrollar,DESARROLLA,proyecto R2,"Esta línea de trabajo tendrá continuidad en el ICTEA a través del proyecto R2: del Riesgo al Recurso, impulsado desde la Universidad de Oviedo...",0.9,NOEMI PINILLA ALONSO
48,Astrónomos de Light Bridges y la Universidad de Oviedo detectan que los asteroides metálicos giran más rápido que los demás,https://portalinvestigacion.uniovi.es/investigadores/2355302/detalle,investigar,INVESTIGA_SOBRE,asteroides metálicos,"Comprender su composición, estructura y evolución no solo resulta clave para reconstruir la historia temprana de los planetas rocosos...",0.85,NOEMI PINILLA ALONSO
49,Las mejores tesis en salud de la Universidad de Oviedo reciben los Premios RAMPRA 2026,https://portalinvestigacion.uniovi.es/investigadores/1931689/detalle,investigar,INVESTIGA_SOBRE,hemofilia,"El trabajo demuestra que la hemofilia no puede explicarse únicamente por el déficit de coagulación e identifica alteraciones inflamatorias, inmunológicas y plaquetarias.",0.9,ANGEL BERNARDO GUTIERREZ
49,Las mejores tesis en salud de la Universidad de Oviedo reciben los Premios RAMPRA 2026,https://portalinvestigacion.uniovi.es/investigadores/2456580/detalle,investigar,INVESTIGA_SOBRE,esquizofrenia,El premio ha recaído en el doctor Francesco Dal Santo por la tesis Análisis de redes de las dimensiones psicopatológicas de la esquizofrenia.,0.9,FRANCESCO DAL SANTO
49,Las mejores tesis en salud de la Universidad de Oviedo reciben los Premios RAMPRA 2026,https://portalinvestigacion.uniovi.es/investigadores/217884/detalle,liderar,LIDERA,hemofilia,dirigida por la doctora Laura Gutiérrez Gutiérrez.,0.8,LAURA GUTIERREZ GUTIERREZ
