investigador_id,nombre_investigador,relacion,topico,evidencia,noticia_index
https://portalinvestigacion.uniovi.es/investigadores/217775/detalle,ALFONSO JOAQUIN LOPEZ MUÑIZ,DESARROLLA,ciencia y tecnología,"la conferencia “Pasaporte al futuro: la gran aventura de la ciencia y la tecnología”, impartida por Amador Menéndez Velázquez, licenciado y doctor en Química por la Universidad de Oviedo, Socio de Honor de Compromiso Asturias (2013), investigador y divulgador científico de IDONIAL.",45
https://portalinvestigacion.uniovi.es/investigadores/217666/detalle,ENOL JUNQUERA ALVAREZ,LIDERA,Estadística e Investigación Operativa,"Pedro Ouro, ... obtiene tres de los principales galardones del encuentro.",46
https://portalinvestigacion.uniovi.es/investigadores/2373266/detalle,SWAN SADITH PACHECO DIAZ,LIDERA,Ciencias de la Educación,"Swan Pacheco Díaz, premio compartido con Carlos Martínez Andreu.",46
https://portalinvestigacion.uniovi.es/investigadores/2355302/detalle,NOEMI PINILLA ALONSO,INVESTIGA_SOBRE,asteroides metálicos,"""La colaboración con Light Bridges para estudiar los asteroides metálicos en apoyo de la misión Psyche comenzó en el año 2022"".",48
https://portalinvestigacion.uniovi.es/investigadores/2355302/detalle,NOEMI PINILLA ALONSO,LIDERA,proyecto R2,"""Noemí Pinilla-Alonso, coautora del estudio e investigadora principal del proyecto R2.""",48
https://portalinvestigacion.uniovi.es/investigadores/1931689/detalle,ANGEL BERNARDO GUTIERREZ,INVESTIGA_SOBRE,hemofilia,"la tesis del doctor Ángel Bernardo Gutiérrez, titulada Avanzando en el conocimiento de la intersección entre hemostasia, inmunidad e inflamación.",49
https://portalinvestigacion.uniovi.es/investigadores/2456580/detalle,FRANCESCO DAL SANTO,INVESTIGA_SOBRE,esquizofrenia,el premio ha recaído en el doctor Francesco Dal Santo por la tesis Análisis de redes de las dimensiones psicopatológicas de la esquizofrenia.,49
https://portalinvestigacion.uniovi.es/investigadores/218988/detalle,NOELIA BLANCO AGUDIN,INVESTIGA_SOBRE,queratitis bacteriana,"la tesis de la doctora Noelia Blanco Agudín, titulada La comunicación intercelular mediada por vesículas extracelulares en un modelo de queratitis bacteriana.",49
https://portalinvestigacion.uniovi.es/investigadores/217884/detalle,LAURA GUTIERREZ GUTIERREZ,LIDERA,hemofilia,dirigida por la doctora Laura Gutiérrez Gutiérrez.,49
https://portalinvestigacion.uniovi.es/investigadores/217752/detalle,FERNANDO LOPEZ ALVAREZ,LIDERA,esquizofrenia,dirigida por la profesora María Paz García-Portilla González y el profesor Julio Bobes García.,49
https://portalinvestigacion.uniovi.es/investigadores/218034/detalle,LUIS MANUEL QUIROS FERNANDEZ,LIDERA,biomarcadores en tumores,dirigida por el profesor Fernando López Álvarez y el doctor Mario A. Hermsen.,49
https://portalinvestigacion.uniovi.es/investigadores/218241/detalle,JESUS MANUEL MERAYO LLOVES,LIDERA,biomarcadores en tumores,dirigida por el profesor Fernando López Álvarez y el doctor Mario A. Hermsen.,49
https://portalinvestigacion.uniovi.es/investigadores/217393/detalle,AURELIO ANTONIO GONZALEZ OVIES,INVESTIGA_SOBRE,poesía,"Aurelio González Ovies, profesor de Filología Latina de la Universidad de Oviedo desde 1988, es uno de los poetas asturianos más reconocidos de su generación y autor de una amplia obra literaria que abarca poesía, prosa poética y literatura infantil y juvenil.",54
https://portalinvestigacion.uniovi.es/investigadores/219672/detalle,Borja Jiménez-Alfaro,LIDERA,germinación de especies alpinas,"El estudio plantea que, en escenarios caracterizados por inviernos más cálidos...",58
https://portalinvestigacion.uniovi.es/investigadores/218042/detalle,JULIO RAUL OGAS JOFRE,LIDERA,Jazz,"Nuria Becerra, directora de Oviedo Jazz Europa.",59
https://portalinvestigacion.uniovi.es/investigadores/218668/detalle,MARIA NIEVES ROQUEÑI GUTIERREZ,COLABORA_EN,Música,"Iván Iglesias, de la Universidad de Valladolid.",59
https://portalinvestigacion.uniovi.es/investigadores/217011/detalle,MARIA ESTRELLA FERNANDEZ ALBA,COLABORA_EN,Música,"María Estrella Fernández Alba, parte de un grupo de especialistas.",59
https://portalinvestigacion.uniovi.es/investigadores/218042/detalle,JULIO RAUL OGAS JOFRE,INVESTIGA_SOBRE,Jazz,"Ariel Brínguez, saxofonista y compositor.",59
https://portalinvestigacion.uniovi.es/investigadores/220058/detalle,IVAN IGLESIAS IGLESIAS,COLABORA_EN,Música,"Iván Iglesias, de la Universidad de Valladolid.",59
https://portalinvestigacion.uniovi.es/investigadores/217293/detalle,ANDRES ARIAS RODRIGUEZ,COLABORA_EN,sostenibilidad y biodiversidad,"La propuesta, impulsada por la Facultad de Biología y el Departamento de Biología de Organismos y Sistemas, tiene una clara vocación transversal.",64
https://portalinvestigacion.uniovi.es/investigadores/216756/detalle,ANA ALONSO GARCIA,COLABORA_EN,Ingeniería Sin Fronteras,"...una cantidad que donará a la ONG Ingeniería Sin Fronteras, organización con la que ha colaborado en los últimos 4 años.",67
https://portalinvestigacion.uniovi.es/investigadores/217053/detalle,MIGUEL FERNANDEZ GARCIA,LIDERA,innovación docente,Responsable: Julia Mª Martínez-Lombó Testa. Institución: Universidad de Oviedo.,68
https://portalinvestigacion.uniovi.es/investigadores/219111/detalle,ANDREA FERNANDEZ GARCIA,LIDERA,innovación docente,Responsable: Gonzalo Llamedo Pandiella. Institución: Universidad de Oviedo.,68
https://portalinvestigacion.uniovi.es/investigadores/217181/detalle,MARIA ISABEL FERNANDEZ QUESADA,LIDERA,innovación docente,Responsable: Marlén Alonso Castaño y Luis José Rodríguez Muñiz. Institución: Universidad de Oviedo.,68
https://portalinvestigacion.uniovi.es/investigadores/217181/detalle,MARIA ISABEL FERNANDEZ QUESADA,LIDERA,innovación docente,Responsable: Carmen María Fernández García y Susana Torío López. Institución: Universidad de Oviedo.,68
https://portalinvestigacion.uniovi.es/investigadores/217181/detalle,MARIA ISABEL FERNANDEZ QUESADA,LIDERA,innovación docente,Responsable: Carmen María Fernández García y Susana Torío López. Institución: Universidad de Oviedo.,68
https://portalinvestigacion.uniovi.es/investigadores/217181/detalle,MARIA ISABEL FERNANDEZ QUESADA,LIDERA,innovación docente,Responsable: Carmen María Fernández García y Susana Torío López. Institución: Universidad de Oviedo.,68
https://portalinvestigacion.uniovi.es/investigadores/217181/detalle,MARIA ISABEL FERNANDEZ QUESADA,LIDERA,innovación docente,Responsable: Carmen María Fernández García y Susana Torío López. Institución: Universidad de Oviedo.,68
https://portalinvestigacion.uniovi.es/investigadores/217181/detalle,MARIA ISABEL FERNANDEZ QUESADA,LIDERA,innovación docente,Responsable: Carmen María Fernández García y Susana Torío López. Institución: Universidad de Oviedo.,68
https://portalinvestigacion.uniovi.es/investigadores/217181/detalle,MARIA ISABEL FERNANDEZ QUESADA,LIDERA,innovación docente,Responsable: Carmen María Fernández García y Susana Torío López. Institución: Universidad de Oviedo.,68
https://portalinvestigacion.uniovi.es/investigadores/217181/detalle,MARIA ISABEL FERNANDEZ QUESADA,LIDERA,innovación docente,Responsable: Carmen María Fernández García y Susana Torío López. Institución: Universidad de Oviedo.,68
https://portalinvestigacion.uniovi.es/investigadores/218344/detalle,MIGUEL ANGEL RODRIGUEZ DIAZ,LIDERA,rasgos psicológicos de atletas de ultrarresistencia,una revisión sistemática y metaanálisis liderada por investigadores de la Universidad de Oviedo ha analizado la evidencia científica disponible sobre los rasgos psicológicos de los atletas de ultrarresistencia.,69
https://portalinvestigacion.uniovi.es/investigadores/218048/detalle,HUGO OLMEDILLAS FERNANDEZ,INVESTIGA_SOBRE,dependencia al ejercicio,"Hugo Olmedillas, investigador responsable, explica que 'cerca del 9% presenta riesgo de dependencia al ejercicio'.",69
https://portalinvestigacion.uniovi.es/investigadores/220120/detalle,MARIA TERESA ALONSO MORO,DESARROLLA,energías renovables,"valora su contribución a la divulgación, la formación y la generación de conocimiento en torno a las energías renovables y la transición energética.",70
https://portalinvestigacion.uniovi.es/investigadores/216944/detalle,ANA ISABEL ALVAREZ GONZALEZ,LIDERA,alianza INGENIUM,"Ana Isabel Álvarez González, profesora del Departamento de Filología Inglesa de la Universidad de Oviedo, recibe el reconocimiento por los servicios prestados como directora de INGENIUM.",71
https://portalinvestigacion.uniovi.es/investigadores/218457/detalle,ANA SUAREZ ALVAREZ,INVESTIGA_SOBRE,Economía,Ana Suárez Álvarez es mencionada en el contexto de la Olimpiada de Economía.,72
https://portalinvestigacion.uniovi.es/investigadores/219256/detalle,ALVARO POSTIGO GUTIERREZ,COLABORA_EN,Inteligencia Artificial en la educación,"...la aplicación de la Inteligencia Artificial en la educación superior, uno de los grandes retos y oportunidades del sistema universitario.",73
https://portalinvestigacion.uniovi.es/investigadores/218363/detalle,FERMIN RODRIGUEZ GUTIERREZ,COLABORA_EN,relación con la industria,ha señalado que su principal tarea consistió en consolidar la programación e incrementar la participación de la sociedad avilesina.,74
https://portalinvestigacion.uniovi.es/investigadores/217949/detalle,RUBEN MARTIN PAYO,COLABORA_EN,Noche Europea de los Investigadores,ha mencionado la Noche Europea de los Investigadores y las Investigadoras que se celebra en el mes de septiembre.,74
https://portalinvestigacion.uniovi.es/investigadores/217502/detalle,LUZ MAR GONZALEZ ARIAS,INVESTIGA_SOBRE,programación cultural,también ha querido hablar de futuro y de las propuestas para seguir potenciando el papel de CSU como un centro de referencia.,74
https://portalinvestigacion.uniovi.es/investigadores/217047/detalle,CARMEN MARIA FERNANDEZ GARCIA,INVESTIGA_SOBRE,música y cortisol en pacientes críticos,El estudio revisa ensayos clínicos sobre el efecto de la música en pacientes ingresados en la UCI asistidos con ventilación mecánica.,79
https://portalinvestigacion.uniovi.es/investigadores/217867/detalle,MARIA DEL PILAR MOSTEIRO DIAZ,INVESTIGA_SOBRE,música y cortisol en pacientes críticos,El estudio revisa ensayos clínicos sobre el efecto de la música en pacientes ingresados en la UCI asistidos con ventilación mecánica.,79
https://portalinvestigacion.uniovi.es/investigadores/216842/detalle,YAISEL JUAN BORRELL PICHS,LIDERA,impacto de contaminantes emergentes en ecosistemas marinos,El equipo de investigación ARENA (Aula de Recursos Naturales) de la Universidad de Oviedo lidera el proyecto BIOACUMAR.,84
https://portalinvestigacion.uniovi.es/investigadores/219703/detalle,LAURA MIRALLES LOPEZ,COLABORA_EN,impacto de contaminantes emergentes en ecosistemas marinos,Mencionada como parte del equipo de investigación que lidera el proyecto BIOACUMAR.,84
https://portalinvestigacion.uniovi.es/investigadores/2370664/detalle,SARA FERNANDEZ GARCIA,COLABORA_EN,impacto de contaminantes emergentes en ecosistemas marinos,Mencionada como parte del equipo de investigación que lidera el proyecto BIOACUMAR.,84
https://portalinvestigacion.uniovi.es/investigadores/218138/detalle,MARIA TRINIDAD PEREZ MENDEZ,COLABORA_EN,impacto de contaminantes emergentes en ecosistemas marinos,Mencionada como parte del equipo de investigación que lidera el proyecto BIOACUMAR.,84
https://portalinvestigacion.uniovi.es/investigadores/2355302/detalle,NOEMI PINILLA ALONSO,LIDERA,divulgación científica sobre eclipses,La campaña divulgativa en redes sociales protagonizada por investigadores e investigadoras del Instituto de Ciencias y Tecnologías Espaciales de Asturias (ICTEA)...,85
https://portalinvestigacion.uniovi.es/investigadores/2355302/detalle,NOEMI PINILLA ALONSO,INVESTIGA_SOBRE,eclipses solares,...quienes responderán de forma clara y accesible a algunas de las preguntas más frecuentes sobre este fenómeno astronómico.,85
https://portalinvestigacion.uniovi.es/investigadores/2355302/detalle,NOEMI PINILLA ALONSO,COLABORA_EN,ciclo divulgativo sobre el eclipse,"...la universidad organiza también el ciclo divulgativo El eclipse antes del eclipse, una programación gratuita y abierta a la ciudadanía...",85
https://portalinvestigacion.uniovi.es/investigadores/219653/detalle,RUBEN USAMENTIAGA FERNANDEZ,LIDERA,Cátedra Gonvarri Metal Structures R&D,"el director de la cátedra, Rubén Usamentiaga Fernández, ha señalado que 'los primeros pasos de la colaboración se centrarán en la puesta en marcha de actividades de investigación y formación'.",86
https://portalinvestigacion.uniovi.es/investigadores/219653/detalle,RUBEN USAMENTIAGA FERNANDEZ,DESARROLLA,tecnologías aplicadas al ámbito industrial,se centrarán en la puesta en marcha de actividades de investigación y formación vinculadas a tecnologías aplicadas al ámbito industrial.,86
https://portalinvestigacion.uniovi.es/investigadores/219653/detalle,RUBEN USAMENTIAGA FERNANDEZ,COLABORA_EN,entorno experimental en la Escuela Politécnica de Ingeniería de Gijón,desarrollo de un entorno experimental en la Escuela Politécnica de Ingeniería de Gijón para el estudio y análisis de herramientas basadas en visión artificial.,86
https://portalinvestigacion.uniovi.es/investigadores/218334/detalle,ANA MARIA RODRIGUEZ ALVAREZ,INVESTIGA_SOBRE,bono social eléctrico,"El estudio se ha publicado en la revista Energy Economics, de gran impacto en su área del conocimiento.",92
https://portalinvestigacion.uniovi.es/investigadores/219985/detalle,MANUEL LLORCA RIEGO,INVESTIGA_SOBRE,bono social eléctrico,Nuestro trabajo sugiere que algunos hogares vulnerables podrían enfrentarse a limitaciones estructurales que dificultan que la ayuda se traduzca en mejoras significativas de su situación energética.,92
https://portalinvestigacion.uniovi.es/investigadores/2370717/detalle,EDUARDO FERNANDEZ ALONSO,INVESTIGA_SOBRE,germinación de semillas,El estudio revela que las plantas ajustan el momento de germinación de sus semillas en función del entorno.,94
https://portalinvestigacion.uniovi.es/investigadores/2370717/detalle,EDUARDO FERNANDEZ ALONSO,COLABORA_EN,SeedArc,Este estudio es uno de los primeros análisis realizados con la base de datos global SeedArc.,94
https://portalinvestigacion.uniovi.es/investigadores/2370717/detalle,EDUARDO FERNANDEZ ALONSO,LIDERA,investigación sobre regeneración vegetal,Fernández Pascual ha participado en una carta abierta en la que se alerta de que los procesos de regeneración de las plantas están siendo sistemáticamente ignorados.,94
https://portalinvestigacion.uniovi.es/investigadores/217320/detalle,MIGUEL CALLEJA PUERTA,COLABORA_EN,Historia,Mencionado como especialista en Historia que participa en la exposición sobre el eclipse solar.,100
https://portalinvestigacion.uniovi.es/investigadores/216929/detalle,DAVID ALVAREZ FERNANDEZ,COLABORA_EN,Biología de Organismos y Sistemas,Mencionado como especialista en Biología de Organismos y Sistemas que participa en la exposición sobre el eclipse solar.,100
https://portalinvestigacion.uniovi.es/investigadores/1301842/detalle,SANDRA VILLAR CONDE,COLABORA_EN,Morfología y Biología Celular,Mencionada como especialista en Morfología y Biología Celular que participa en la exposición sobre el eclipse solar.,100
https://portalinvestigacion.uniovi.es/investigadores/217123/detalle,ELENA DIAZ RODRIGUEZ,COLABORA_EN,Biología Funcional,Mencionada como especialista en Biología Funcional que participa en la exposición sobre el eclipse solar.,100
https://portalinvestigacion.uniovi.es/investigadores/218506/detalle,JAVIER VERDEJO MANCHADO,COLABORA_EN,Filología Clásica y Románica,Mencionado como especialista en Filología Clásica y Románica que participa en la exposición sobre el eclipse solar.,100
https://portalinvestigacion.uniovi.es/investigadores/220197/detalle,Manuel García Díaz,COLABORA_EN,Energía,Mencionado como especialista en Energía que participa en la exposición sobre el eclipse solar.,100
https://portalinvestigacion.uniovi.es/investigadores/219634/detalle,JOSE RANILLA PASTOR,COLABORA_EN,tecnologías cuánticas,"José Ranilla, responsable de Quantum and High Performance Computing de la Universidad de Oviedo, subraya el papel que tendrá en la promoción de una colaboración abierta entre la comunidad investigadora y las empresas.",101
https://portalinvestigacion.uniovi.es/investigadores/219634/detalle,JOSE RANILLA PASTOR,DESARROLLA,tecnologías cuánticas,"facilita el desarrollo de proyectos conjuntos, la generación de nuevo conocimiento y la captación de financiación para el desarrollo y aplicación de las tecnologías cuánticas.",101
https://portalinvestigacion.uniovi.es/investigadores/219634/detalle,JOSE RANILLA PASTOR,INVESTIGA_SOBRE,tecnologías cuánticas,Quantum Asturias nace también con vocación hacia la educación y la investigación en tecnologías cuánticas.,101
https://portalinvestigacion.uniovi.es/investigadores/217883/detalle,JOSE AVELINO GUTIERREZ GONZALEZ,LIDERA,investigación histórica y científica,El grupo Arqueos ha realizado el trabajo de campo y liderado la investigación histórica y científica.,107
https://portalinvestigacion.uniovi.es/investigadores/217772/detalle,BELEN LOPEZ MARTINEZ,COLABORA_EN,identificación de cuerpos,Su contribución ha aportado un rigor científico al trabajo con el que se ha conseguido identificar a cinco de los seis cuerpos recuperados.,107
https://portalinvestigacion.uniovi.es/investigadores/218262/detalle,JOSE MANUEL MONTEJO BERNARDO,COLABORA_EN,divulgación científica,"Se cuenta con la colaboración de Jose Montejo, Covadonga Huidobro y Alfonso Fernández.",108
https://portalinvestigacion.uniovi.es/investigadores/217998/detalle,COVADONGA HUIDOBRO FERNANDEZ,COLABORA_EN,divulgación científica,"Se cuenta con la colaboración de Jose Montejo, Covadonga Huidobro y Alfonso Fernández.",108
