investigador_id,nombre_investigador,relacion,topico,evidencia,noticia_index
https://portalinvestigacion.uniovi.es/investigadores/217577/detalle,JOSE GARCIA FANJUL,COLABORA_EN,internacionalización,"La Universidad de Oviedo ha estado representada por la directora de la Casa de las Lenguas, Ana Cristina Lahuerta, y por el subdirector de la Sección de Lenguas y Traducción, José García.",9
https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,LIDERA,alianza INGENIUM,"la Universidad de Oviedo, la alianza de diez universidades europeas que coordina la Universidad de Oviedo",10
https://portalinvestigacion.uniovi.es/investigadores/217221/detalle,VERONICA CAÑAL FERNANDEZ,LIDERA,Cátedra de Demografía,"El director de la Cátedra de Demografía de la Universidad de Oviedo, Óscar Rodríguez Buznego, ha presentado los principales resultados...",12
https://portalinvestigacion.uniovi.es/investigadores/217221/detalle,VERONICA CAÑAL FERNANDEZ,COLABORA_EN,ASTURDEMO25,"ASTURDEMO25 nace para cubrir una carencia relevante: 'Suple la falta de datos objetivos, sólidos y representativos...'",12
https://portalinvestigacion.uniovi.es/investigadores/217221/detalle,VERONICA CAÑAL FERNANDEZ,INVESTIGA_SOBRE,reto demográfico,el reto demográfico se sitúa entre las grandes preocupaciones de la ciudadanía de la región.,12
https://portalinvestigacion.uniovi.es/investigadores/216978/detalle,JOSE ANTONIO CECCHINI ESTRADA,LIDERA,"Educación, Actividad Física, Deporte y Salud","su aportación al impulso de la investigación en actividad física, educación y medicina del deporte",14
https://portalinvestigacion.uniovi.es/investigadores/218896/detalle,MIGUEL ENRIQUE DEL VALLE SOTO,LIDERA,"Grupo de Investigación en Rendimiento, Readaptación Físico-deportiva, Entrenamiento y Salud","su aportación al impulso de la investigación en actividad física, educación y medicina del deporte",14
https://portalinvestigacion.uniovi.es/investigadores/217029/detalle,ALBERTO FERNANDEZ COSTALES,LIDERA,inteligencia artificial en la enseñanza de lenguas,"El CIICEL 2026 nace con el objetivo de fortalecer la colaboración entre investigadores y docentes, fomentar el intercambio de experiencias y generar nuevas redes internacionales en torno a la innovación en la enseñanza de lenguas.",16
https://portalinvestigacion.uniovi.es/investigadores/217029/detalle,ALBERTO FERNANDEZ COSTALES,COLABORA_EN,innovación educativa,"El congreso mantiene su carácter internacional y bilingüe, con presentaciones en español e inglés, y forma parte de una iniciativa impulsada conjuntamente por las universidades de Oviedo, Granada y Málaga para promover la investigación y la innovación educativa en este ámbito.",16
https://portalinvestigacion.uniovi.es/investigadores/217029/detalle,ALBERTO FERNANDEZ COSTALES,INVESTIGA_SOBRE,metodologías educativas,destacó la trayectoria investigadora e innovadora de este centro universitario en la formación del profesorado y en el desarrollo de nuevas metodologías educativas.,16
https://portalinvestigacion.uniovi.es/investigadores/219672/detalle,Borja Jiménez-Alfaro,INVESTIGA_SOBRE,restauración ecológica de espacios urbanos degradados,"Una investigación de la institución académica determina qué especies de plantas nativas son especialmente adecuadas para la restauración ecológica de solares, espacios industriales abandonados y otros terrenos degradados de las ciudades.",17
https://portalinvestigacion.uniovi.es/investigadores/219672/detalle,Borja Jiménez-Alfaro,INVESTIGA_SOBRE,biodiversidad local,Queremos que las actuaciones de restauración puedan apoyarse cada vez más en la biodiversidad local y menos en mezclas comerciales diseñadas para otros territorios.,17
https://portalinvestigacion.uniovi.es/investigadores/219672/detalle,Borja Jiménez-Alfaro,INVESTIGA_SOBRE,especies nativas adaptadas al territorio,"Este planteamiento resulta especialmente relevante en regiones postindustriales como Asturias, donde existen numerosos solares vacíos, áreas industriales abandonadas y otros espacios susceptibles de ser restaurados.",17
https://portalinvestigacion.uniovi.es/investigadores/219672/detalle,Borja Jiménez-Alfaro,INVESTIGA_SOBRE,renaturalización urbana,"Este estudio forma parte de una línea de investigación más amplia desarrollada por la Universidad de Oviedo sobre el uso de semillas nativas en conservación, restauración ecológica y renaturalización urbana.",17
https://portalinvestigacion.uniovi.es/investigadores/219672/detalle,Borja Jiménez-Alfaro,COLABORA_EN,restauración basada en semillas,"La investigación se enmarca en una línea de trabajo centrada en la restauración basada en semillas, un enfoque que busca utilizar especies nativas adaptadas al territorio para recuperar terrenos alterados por la actividad humana.",17
https://portalinvestigacion.uniovi.es/investigadores/219672/detalle,Borja Jiménez-Alfaro,DESARROLLA,mezclas de semillas adaptadas a las condiciones de las ciudades,"El estudio, publicado en la revista Urban Forestry & Urban Greening, aporta nuevas herramientas para diseñar mezclas de semillas adaptadas a las condiciones de las ciudades y favorecer procesos de renaturalización con especies locales.",17
https://portalinvestigacion.uniovi.es/investigadores/218353/detalle,ALFONSO CARLOS RODRIGUEZ FERNANDEZ-PEÑA,DESARROLLA,plataforma de traducción audiovisual,"DubbiOvi ha sido desarrollada por el profesor Alfonso Carlos Rodríguez Fernández-Peña, del Departamento de Filología Inglesa, Francesa y Alemana.",18
https://portalinvestigacion.uniovi.es/investigadores/218353/detalle,ALFONSO CARLOS RODRIGUEZ FERNANDEZ-PEÑA,INVESTIGA_SOBRE,traducción audiovisual,la plataforma constituye una herramienta de apoyo para proyectos de investigación relacionados con la traducción audiovisual.,18
https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,LIDERA,fortalecimiento de la universidad pública,"Villaverde ha destacado la receptividad del presidente y su “mejor disposición” para analizar los asuntos planteados, todos ellos vinculados al fortalecimiento de la universidad pública asturiana.",19
https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,INVESTIGA_SOBRE,financiación universitaria,El rector ha subrayado que la financiación universitaria debe quedar garantizada por una norma con rango de ley.,19
https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,DESARROLLA,plan de infraestructuras universitarias,"Villaverde ha planteado la conveniencia de poner en marcha un plan plurianual, también con un horizonte de diez años.",19
https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,COLABORA_EN,sostenibilidad energética,El rector ha explicado que este plan debería convivir con las actuaciones ya iniciadas en materia de sostenibilidad energética.,19
https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,INVESTIGA_SOBRE,condiciones salariales del personal investigador,"Villaverde ha defendido que, si Asturias quiere retener talento, también la Universidad debe ser la primera en reconocerlo adecuadamente.",19
https://portalinvestigacion.uniovi.es/investigadores/219300/detalle,MIGUEL RODRIGUEZ MONTEAVARO,LIDERA,alimentación de GPUs,“Retos y oportunidades en la alimentación de las GPUs de NVIDIA” — Miguel Rodríguez (NVIDIA),20
https://portalinvestigacion.uniovi.es/investigadores/1205486/detalle,JORGE GARCIA PIQUERAS,COLABORA_EN,transferencia tecnológica,"mesa redonda sobre emprendimiento y transferencia tecnológica, en la que investigadores, emprendedores y representantes del sector empresarial debatirán sobre la creación de empresas de base tecnológica",20
https://portalinvestigacion.uniovi.es/investigadores/217584/detalle,PABLO GARCIA FERNANDEZ,COLABORA_EN,transferencia tecnológica,"mesa redonda sobre emprendimiento y transferencia tecnológica, en la que investigadores, emprendedores y representantes del sector empresarial debatirán sobre la creación de empresas de base tecnológica",20
https://portalinvestigacion.uniovi.es/investigadores/1010304/detalle,PABLO GARCIA MARCOS,COLABORA_EN,transferencia tecnológica,"mesa redonda sobre emprendimiento y transferencia tecnológica, en la que investigadores, emprendedores y representantes del sector empresarial debatirán sobre la creación de empresas de base tecnológica",20
https://portalinvestigacion.uniovi.es/investigadores/219148/detalle,JORGE GARCIA GARCIA,COLABORA_EN,transferencia tecnológica,"mesa redonda sobre emprendimiento y transferencia tecnológica, en la que investigadores, emprendedores y representantes del sector empresarial debatirán sobre la creación de empresas de base tecnológica",20
https://portalinvestigacion.uniovi.es/investigadores/217463/detalle,PABLO GARCIA VALDES,COLABORA_EN,transferencia tecnológica,"mesa redonda sobre emprendimiento y transferencia tecnológica, en la que investigadores, emprendedores y representantes del sector empresarial debatirán sobre la creación de empresas de base tecnológica",20
https://portalinvestigacion.uniovi.es/investigadores/217426/detalle,PATRICIA GARCIA MAJADO,COLABORA_EN,transferencia tecnológica,"mesa redonda sobre emprendimiento y transferencia tecnológica, en la que investigadores, emprendedores y representantes del sector empresarial debatirán sobre la creación de empresas de base tecnológica",20
https://portalinvestigacion.uniovi.es/investigadores/1010245/detalle,MARINA BARGON GARCIA,LIDERA,conservación de carreteras históricas,"El seminario, dirigido por las profesoras Rita Ruiz Fernández y Marina Bargón García y por el profesor Pedro Plasencia Lozano...",21
https://portalinvestigacion.uniovi.es/investigadores/218311/detalle,PEDRO PLASENCIA LOZANO,LIDERA,recuperación de vías de transporte históricas,"El seminario, dirigido por las profesoras Rita Ruiz Fernández y Marina Bargón García y por el profesor Pedro Plasencia Lozano...",21
https://portalinvestigacion.uniovi.es/investigadores/218311/detalle,PEDRO PLASENCIA LOZANO,INVESTIGA_SOBRE,patrimonio viario,...explorar nuevas estrategias para su conservación y aprovechamiento como recurso cultural y turístico.,21
https://portalinvestigacion.uniovi.es/investigadores/218311/detalle,PEDRO PLASENCIA LOZANO,INVESTIGA_SOBRE,turismo cultural,...conservan un importante potencial para el desarrollo de iniciativas vinculadas al turismo cultural y al disfrute del paisaje.,21
https://portalinvestigacion.uniovi.es/investigadores/217678/detalle,ANA CRISTINA LAHUERTA MARTINEZ,COLABORA_EN,Interculturalidad y comunicación multimodal,"la lección inaugural, titulada «Interculturalidad, plurilingüismo y comunicación multimodal», a cargo de Rosabel San Segundo Cachero, profesora del Área de Lengua Española del Departamento de Filología Española.",22
https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,LIDERA,Cursos intensivos de español para extranjeros,La Universidad de Oviedo ha inaugurado hoy los cursos intensivos de verano de español para extranjeros.,22
https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,COLABORA_EN,divulgación científica,"El astrónomo Orlando A. Naranjo, descubridor del objeto astronómico, participa en el homenaje con una conferencia impulsada por la investigadora Noemí Pinilla Alonso.",23
https://portalinvestigacion.uniovi.es/investigadores/2355302/detalle,NOEMI PINILLA ALONSO,INVESTIGA_SOBRE,divulgación científica,"a propuesta de Noemí Pinilla Alonso, investigadora ATRAE de la Universidad de Oviedo.",23
https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,LIDERA,homenaje a José González Alegre,Villaverde ha agradecido la presencia de la familia de González Alegre.,23
https://portalinvestigacion.uniovi.es/investigadores/219153/detalle,JOSE LUIS GARCIA SUAREZ,COLABORA_EN,cooperación al desarrollo,"ASATA refuerza su compromiso con la cooperación al desarrollo, la economía social y la educación como herramienta de transformación social.",24
https://portalinvestigacion.uniovi.es/investigadores/219153/detalle,JOSE LUIS GARCIA SUAREZ,COLABORA_EN,economía social,"ASATA refuerza su compromiso con la cooperación al desarrollo, la economía social y la educación como herramienta de transformación social.",24
https://portalinvestigacion.uniovi.es/investigadores/219153/detalle,JOSE LUIS GARCIA SUAREZ,COLABORA_EN,educación,"ASATA refuerza su compromiso con la cooperación al desarrollo, la economía social y la educación como herramienta de transformación social.",24
https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,LIDERA,PUMUO,Ignacio Villaverde ha subrayado en su intervención que PUMUO representa de una forma muy clara la vocación de servicio público de la Universidad de Oviedo.,26
https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,COLABORA_EN,PUMUO,El rector y la vicerrectora han coincidido en elogiar el compromiso del claustro de profesores y el apoyo de la Fundación Caja Rural de Asturias.,26
https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,INVESTIGA_SOBRE,educación para mayores,El programa universitario para mayores está diseñado como un espacio de encuentro y participación destinado a personas mayores de 50 años con interés por ampliar sus conocimientos.,26
https://portalinvestigacion.uniovi.es/investigadores/1010273/detalle,IRENE DIAZ MARTINEZ,COLABORA_EN,supercomputación,"Irene Díaz, han puesto de relieve el avance que supone para la ciencia asturiana contar con equipamientos singulares en el ámbito de la supercomputación.",27
https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,LIDERA,supercomputación,"El rector, Ignacio Villaverde, ha celebrado que la entrada en la red de supercomputación 'es un avance enorme para la Universidad de Oviedo...'",27
https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,COLABORA_EN,supercomputación,...se pondrá a disposición de los grupos de investigación una herramienta esencial para seguir haciendo ciencia de vanguardia.,27
https://portalinvestigacion.uniovi.es/investigadores/217775/detalle,ALFONSO JOAQUIN LOPEZ MUÑIZ,COLABORA_EN,Prueba de Acceso a la Universidad (PAU),"el vicerrector de Estudiantes y Empleabilidad, Alfonso López Muñiz, atenderá el lunes 6 de julio a los medios de comunicación",28
https://portalinvestigacion.uniovi.es/investigadores/217370/detalle,CARLOS GONZALEZ GUTIERREZ,DESARROLLA,soluciones basadas en inteligencia artificial,"el avance del Campus Digital Compartido, que continúa desarrollando herramientas tecnológicas comunes para las universidades del consorcio, con nuevos proyectos relacionados con la automatización de procesos, la gestión académica y el desarrollo de soluciones basadas en inteligencia artificial en entornos seguros para la comunidad universitaria.",29
https://portalinvestigacion.uniovi.es/investigadores/1010415/detalle,SAUL SAL SARRIA,LIDERA,neurociencia de la toma de decisiones,El artículo explica este patrón mediante dos mecanismos de la neurociencia de la decisión: el sesgo de disponibilidad y el descuento temporal hiperbólico.,30
https://portalinvestigacion.uniovi.es/investigadores/1010415/detalle,SAUL SAL SARRIA,INVESTIGA_SOBRE,riesgos tecnológicos,"el artículo traza un paralelismo entre dos episodios separados por casi 80 años: la carta de Szilard y Einstein a Roosevelt en 1939, que dio origen al Proyecto Manhattan, y la carta de 2023 firmada por más de 1.000 investigadores en IA pidiendo una pausa en su desarrollo.",30
https://portalinvestigacion.uniovi.es/investigadores/217233/detalle,ANDRE CARRASCAL INCERA,COLABORA_EN,Cátedra de Innovación Sekuens,"El director de la Cátedra de Innovación, Fernando Rubiera, y profesor de la universidad e investigador de la Cátedra André Carrascal han presentado el informe junto con el consejero de Ciencia, Industria y Empleo, Borja Sánchez.",32
https://portalinvestigacion.uniovi.es/investigadores/219668/detalle,FERNANDO RUBIERA MOROLLON,COLABORA_EN,Cátedra de Innovación Sekuens,"El director de la Cátedra de Innovación, Fernando Rubiera, y profesor de la universidad e investigador de la Cátedra André Carrascal han presentado el informe junto con el consejero de Ciencia, Industria y Empleo, Borja Sánchez.",32
https://portalinvestigacion.uniovi.es/investigadores/217233/detalle,ANDRE CARRASCAL INCERA,INVESTIGA_SOBRE,industria de defensa,La Cátedra Sekuens profundizará en próximos informes en dos ámbitos considerados estratégicos para el futuro económico de Asturias: la industria de defensa y el impacto de la inteligencia artificial y la digitalización sobre los servicios avanzados y el conjunto del sistema productivo.,32
https://portalinvestigacion.uniovi.es/investigadores/219668/detalle,FERNANDO RUBIERA MOROLLON,INVESTIGA_SOBRE,industria de defensa,La Cátedra Sekuens profundizará en próximos informes en dos ámbitos considerados estratégicos para el futuro económico de Asturias: la industria de defensa y el impacto de la inteligencia artificial y la digitalización sobre los servicios avanzados y el conjunto del sistema productivo.,32
https://portalinvestigacion.uniovi.es/investigadores/217233/detalle,ANDRE CARRASCAL INCERA,INVESTIGA_SOBRE,inteligencia artificial,La Cátedra Sekuens profundizará en próximos informes en dos ámbitos considerados estratégicos para el futuro económico de Asturias: la industria de defensa y el impacto de la inteligencia artificial y la digitalización sobre los servicios avanzados y el conjunto del sistema productivo.,32
https://portalinvestigacion.uniovi.es/investigadores/219668/detalle,FERNANDO RUBIERA MOROLLON,INVESTIGA_SOBRE,inteligencia artificial,La Cátedra Sekuens profundizará en próximos informes en dos ámbitos considerados estratégicos para el futuro económico de Asturias: la industria de defensa y el impacto de la inteligencia artificial y la digitalización sobre los servicios avanzados y el conjunto del sistema productivo.,32
https://portalinvestigacion.uniovi.es/investigadores/217949/detalle,RUBEN MARTIN PAYO,DESARROLLA,LOT (Learning Outcomes Tool),"El primer puesto ha correspondido al proyecto LOT (Learning Outcomes Tool), que crea una herramienta para que el estudiantado evalúe su conocimiento de una materia y sepa cómo afrontar un problema en un contexto real relacionado con esa área, promoviendo la autonomía.",34
https://portalinvestigacion.uniovi.es/investigadores/217019/detalle,MARIA DEL MAR FERNANDEZ ALVAREZ,DESARROLLA,DEVA – Desarrollo de videojuegos orientados al aprendizaje en enseñanzas técnicas,"El segundo ha distinguido a DEVA – Desarrollo de videojuegos orientados al aprendizaje en enseñanzas técnicas, una iniciativa conjunta de las universidades de Oviedo, Las Palmas de Gran Canaria y Cádiz que aplica la metodología de juego en asignaturas de ingeniería térmica.",34
https://portalinvestigacion.uniovi.es/investigadores/217932/detalle,IRENE MARIÑAS DEL COLLADO,COLABORA_EN,Uso responsable y reflexivo de la inteligencia artificial en el aprendizaje universitario,"El tercero que ha conseguido financiación es un programa sobre el uso responsable y reflexivo de la inteligencia artificial en el aprendizaje universitario, con especial atención al impacto de la IA en la autoestima del estudiantado y con perspectiva de género y que gestionan Laura Calzada Infante e Irene Mariñas del Collado.",34
https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,LIDERA,Congreso científico internacional sobre innovación docente,"El rector Ignacio Villaverde defiende que 'la IA no sustituirá al profesorado porque enseñar es acompañar, orientar, detectar dificultades y construir criterio'.",34
https://portalinvestigacion.uniovi.es/investigadores/218571/detalle,FRANCISCO JOSE SUAREZ DOMINGUEZ,COLABORA_EN,Innovación docente universitaria,El congreso también se ha convertido en una oportunidad para reconocer la labor innovadora del profesorado de la Universidad de Oviedo.,34
https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,LIDERA,Escuela Internacional de Doctorado ‘Paz Suárez Rendueles’,"la vicerrectora de Investigación, Irene Díaz, y la directora del centro, Susana Montes",35
https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,COLABORA_EN,Jornada de Doctorado,Un total de 224 investigadores e investigadoras participan hoy martes en la XV Jornada de Doctorado de la Universidad de Oviedo,35
https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,INVESTIGA_SOBRE,transferencia de resultados de investigación,la conferencia inaugural titulada “Vida después de la Tesis: transferencia de resultados de investigación”,35
https://portalinvestigacion.uniovi.es/investigadores/218662/detalle,LUCIA RODRIGUEZ NORIEGA GUILLEN,COLABORA_EN,Ciclo intergeneracional de la pobreza,"La Red Europea de Lucha contra la Pobreza y la Exclusión Social en el Estado Español (EAPN España) celebra el 1, 2 y 3 de julio el ‘Encuentro Estatal de Participación Juvenil: Rompiendo el ciclo de la pobreza’, en colaboración con EAPN Asturias.",36
https://portalinvestigacion.uniovi.es/investigadores/218391/detalle,PABLO SANCHEZ LORDA,INVESTIGA_SOBRE,finanzas universitarias,"Las cuentas anuales, aprobadas esta mañana por el Consejo de Gobierno, reflejan un superávit de 2,47 millones de euros.",37
https://portalinvestigacion.uniovi.es/investigadores/218391/detalle,PABLO SANCHEZ LORDA,INVESTIGA_SOBRE,gestión de recursos,"La Fundación Universidad de Oviedo alcanza en 2025 el mayor volumen de ingresos gestionados de su historia, con más de 9,1 millones de euros.",37
https://portalinvestigacion.uniovi.es/investigadores/218391/detalle,PABLO SANCHEZ LORDA,INVESTIGA_SOBRE,convocatorias de profesorado,El Consejo de Gobierno ha aprobado la convocatoria de 161 plazas de cuerpos docentes universitarios y de profesorado permanente laboral.,37
https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,LIDERA,Vicepresidencia de la Red CRUSOE,"El vicepresidente Ignacio Villaverde, rector de la Universidad de Oviedo;",39
https://portalinvestigacion.uniovi.es/investigadores/217053/detalle,MIGUEL FERNANDEZ GARCIA,LIDERA,Beca Excelencia 360º,"Jairo de la Cruz Martínez, estudiante del grado en Ingeniería Eléctrica de la Escuela Politécnica de Ingeniería de Gijón, logra la Beca Excelencia 360º al mejor estudiante de 2026.",40
https://portalinvestigacion.uniovi.es/investigadores/217053/detalle,MIGUEL FERNANDEZ GARCIA,COLABORA_EN,Uniovi eTech Racing,"su participación durante los últimos dos años en Uniovi eTech Racing, donde ha colaborado en el diseño y desarrollo del sistema de tracción del monoplaza eléctrico del equipo.",40
